lap,position,seconds,nationality,drivername,name,time_gap
27,18,77.605,Russian,Nikita Mazepin,Dutch Grand Prix,6049.0
28,18,77.82,Russian,Nikita Mazepin,Dutch Grand Prix,20189.0
29,18,77.83,Russian,Nikita Mazepin,Dutch Grand Prix,2608.0
30,19,79.159,Russian,Nikita Mazepin,Dutch Grand Prix,9775.0
31,19,78.649,Russian,Nikita Mazepin,Dutch Grand Prix,26792.0
32,19,78.753,Russian,Nikita Mazepin,Dutch Grand Prix,20936.0
33,19,80.999,Russian,Nikita Mazepin,Dutch Grand Prix,6748.0
34,19,96.521,Russian,Nikita Mazepin,Dutch Grand Prix,22496.0
35,19,76.066,Russian,Nikita Mazepin,Dutch Grand Prix,20638.0
36,19,76.145,Russian,Nikita Mazepin,Dutch Grand Prix,10396.0
37,19,78.748,Russian,Nikita Mazepin,Dutch Grand Prix,5415.0
38,19,76.314,Russian,Nikita Mazepin,Dutch Grand Prix,5416.0
39,19,76.558,Russian,Nikita Mazepin,Dutch Grand Prix,5836.0
40,19,77.635,Russian,Nikita Mazepin,Dutch Grand Prix,16938.0
41,19,80.779,Russian,Nikita Mazepin,Dutch Grand Prix,23057.0
1,18,89.661,German,Mick Schumacher,Dutch Grand Prix,19594.0
2,18,80.292,German,Mick Schumacher,Dutch Grand Prix,5314.0
3,18,80.525,German,Mick Schumacher,Dutch Grand Prix,5712.0
4,20,85.287,German,Mick Schumacher,Dutch Grand Prix,10462.0
5,20,112.797,German,Mick Schumacher,Dutch Grand Prix,37915.0
6,20,77.21,German,Mick Schumacher,Dutch Grand Prix,4462.0
7,20,80.767,German,Mick Schumacher,Dutch Grand Prix,5659.0
8,20,79.237,German,Mick Schumacher,Dutch Grand Prix,6463.0
9,20,78.132,German,Mick Schumacher,Dutch Grand Prix,18749.0
10,20,78.011,German,Mick Schumacher,Dutch Grand Prix,7195.0
11,20,78.095,German,Mick Schumacher,Dutch Grand Prix,19177.0
12,20,77.855,German,Mick Schumacher,Dutch Grand Prix,3635.0
13,20,79.576,German,Mick Schumacher,Dutch Grand Prix,4878.0
14,20,80.768,German,Mick Schumacher,Dutch Grand Prix,5709.0
15,20,78.439,German,Mick Schumacher,Dutch Grand Prix,3986.0
16,20,80.582,German,Mick Schumacher,Dutch Grand Prix,5421.0
17,20,78.477,German,Mick Schumacher,Dutch Grand Prix,3059.0
18,20,78.258,German,Mick Schumacher,Dutch Grand Prix,3055.0
19,20,78.108,German,Mick Schumacher,Dutch Grand Prix,3567.0
20,20,78.375,German,Mick Schumacher,Dutch Grand Prix,3871.0
21,20,79.666,German,Mick Schumacher,Dutch Grand Prix,17053.0
22,20,77.656,German,Mick Schumacher,Dutch Grand Prix,18817.0
23,20,80.4,German,Mick Schumacher,Dutch Grand Prix,6403.0
24,20,82.129,German,Mick Schumacher,Dutch Grand Prix,21196.0
25,20,83.938,German,Mick Schumacher,Dutch Grand Prix,18776.0
26,20,80.467,German,Mick Schumacher,Dutch Grand Prix,5540.0
27,20,77.82,German,Mick Schumacher,Dutch Grand Prix,6049.0
28,20,77.886,German,Mick Schumacher,Dutch Grand Prix,20189.0
29,20,77.621,German,Mick Schumacher,Dutch Grand Prix,2608.0
30,20,84.301,German,Mick Schumacher,Dutch Grand Prix,9775.0
31,20,101.926,German,Mick Schumacher,Dutch Grand Prix,26792.0
32,20,76.469,German,Mick Schumacher,Dutch Grand Prix,20936.0
33,20,77.098,German,Mick Schumacher,Dutch Grand Prix,6748.0
34,20,76.358,German,Mick Schumacher,Dutch Grand Prix,22496.0
35,20,76.731,German,Mick Schumacher,Dutch Grand Prix,20638.0
36,20,75.927,German,Mick Schumacher,Dutch Grand Prix,10396.0
37,20,76.228,German,Mick Schumacher,Dutch Grand Prix,5415.0
38,20,75.949,German,Mick Schumacher,Dutch Grand Prix,5416.0
39,20,76.107,German,Mick Schumacher,Dutch Grand Prix,5836.0
40,20,76.571,German,Mick Schumacher,Dutch Grand Prix,16938.0
41,20,77.039,German,Mick Schumacher,Dutch Grand Prix,23057.0
42,19,76.656,German,Mick Schumacher,Dutch Grand Prix,6105.0
43,19,76.834,German,Mick Schumacher,Dutch Grand Prix,21770.0
44,19,79.079,German,Mick Schumacher,Dutch Grand Prix,5833.0
45,19,76.145,German,Mick Schumacher,Dutch Grand Prix,19568.0
46,19,76.256,German,Mick Schumacher,Dutch Grand Prix,4008.0
47,19,78.505,German,Mick Schumacher,Dutch Grand Prix,5864.0
48,19,77.316,German,Mick Schumacher,Dutch Grand Prix,19267.0
49,18,76.698,German,Mick Schumacher,Dutch Grand Prix,5521.0
50,18,76.742,German,Mick Schumacher,Dutch Grand Prix,4776.0
51,18,76.293,German,Mick Schumacher,Dutch Grand Prix,4592.0
52,18,76.158,German,Mick Schumacher,Dutch Grand Prix,4715.0
53,18,76.219,German,Mick Schumacher,Dutch Grand Prix,5312.0
54,18,78.316,German,Mick Schumacher,Dutch Grand Prix,4633.0
55,18,76.82,German,Mick Schumacher,Dutch Grand Prix,3405.0
56,18,78.008,German,Mick Schumacher,Dutch Grand Prix,4243.0
57,18,76.66,German,Mick Schumacher,Dutch Grand Prix,7007.0
58,18,76.602,German,Mick Schumacher,Dutch Grand Prix,4540.0
59,18,76.652,German,Mick Schumacher,Dutch Grand Prix,4616.0
60,18,85.164,German,Mick Schumacher,Dutch Grand Prix,11889.0
61,18,81.596,German,Mick Schumacher,Dutch Grand Prix,8204.0
62,18,76.974,German,Mick Schumacher,Dutch Grand Prix,5468.0
63,18,76.86,German,Mick Schumacher,Dutch Grand Prix,3882.0
64,18,77.167,German,Mick Schumacher,Dutch Grand Prix,4356.0
65,18,76.508,German,Mick Schumacher,Dutch Grand Prix,4257.0
66,18,76.208,German,Mick Schumacher,Dutch Grand Prix,8417.0
67,18,78.165,German,Mick Schumacher,Dutch Grand Prix,6883.0
68,18,77.131,German,Mick Schumacher,Dutch Grand Prix,21613.0
69,18,77.725,German,Mick Schumacher,Dutch Grand Prix,51838.0
1,19,96.074,Mexican,Sergio Pérez,Dutch Grand Prix,19594.0
2,19,76.649,Mexican,Sergio Pérez,Dutch Grand Prix,5314.0
3,19,77.812,Mexican,Sergio Pérez,Dutch Grand Prix,5712.0
4,18,77.604,Mexican,Sergio Pérez,Dutch Grand Prix,10462.0
5,18,78.371,Mexican,Sergio Pérez,Dutch Grand Prix,37915.0
6,18,79.362,Mexican,Sergio Pérez,Dutch Grand Prix,4462.0
7,18,78.012,Mexican,Sergio Pérez,Dutch Grand Prix,5659.0
8,19,81.601,Mexican,Sergio Pérez,Dutch Grand Prix,6463.0
9,19,93.499,Mexican,Sergio Pérez,Dutch Grand Prix,18749.0
10,19,74.596,Mexican,Sergio Pérez,Dutch Grand Prix,7195.0
11,18,74.728,Mexican,Sergio Pérez,Dutch Grand Prix,19177.0
12,18,75.18,Mexican,Sergio Pérez,Dutch Grand Prix,3635.0
13,18,75.293,Mexican,Sergio Pérez,Dutch Grand Prix,4878.0
14,18,75.687,Mexican,Sergio Pérez,Dutch Grand Prix,5709.0
15,17,77.59,Mexican,Sergio Pérez,Dutch Grand Prix,3986.0
16,17,75.256,Mexican,Sergio Pérez,Dutch Grand Prix,5421.0
17,17,76.474,Mexican,Sergio Pérez,Dutch Grand Prix,3059.0
18,16,77.51,Mexican,Sergio Pérez,Dutch Grand Prix,3055.0
19,16,76.733,Mexican,Sergio Pérez,Dutch Grand Prix,3567.0
20,15,75.221,Mexican,Sergio Pérez,Dutch Grand Prix,3871.0
21,15,75.903,Mexican,Sergio Pérez,Dutch Grand Prix,17053.0
22,15,76.361,Mexican,Sergio Pérez,Dutch Grand Prix,18817.0
23,14,76.828,Mexican,Sergio Pérez,Dutch Grand Prix,6403.0
24,14,75.819,Mexican,Sergio Pérez,Dutch Grand Prix,21196.0
25,14,76.279,Mexican,Sergio Pérez,Dutch Grand Prix,18776.0
26,14,77.294,Mexican,Sergio Pérez,Dutch Grand Prix,5540.0
27,13,77.235,Mexican,Sergio Pérez,Dutch Grand Prix,6049.0
28,11,76.494,Mexican,Sergio Pérez,Dutch Grand Prix,20189.0
29,11,76.25,Mexican,Sergio Pérez,Dutch Grand Prix,2608.0
30,11,76.282,Mexican,Sergio Pérez,Dutch Grand Prix,9775.0
31,10,76.336,Mexican,Sergio Pérez,Dutch Grand Prix,26792.0
32,9,76.421,Mexican,Sergio Pérez,Dutch Grand Prix,20936.0
33,9,76.468,Mexican,Sergio Pérez,Dutch Grand Prix,6748.0
34,8,76.105,Mexican,Sergio Pérez,Dutch Grand Prix,22496.0
35,8,76.736,Mexican,Sergio Pérez,Dutch Grand Prix,20638.0
36,8,76.364,Mexican,Sergio Pérez,Dutch Grand Prix,10396.0
37,8,79.444,Mexican,Sergio Pérez,Dutch Grand Prix,5415.0
38,8,76.624,Mexican,Sergio Pérez,Dutch Grand Prix,5416.0
39,8,75.822,Mexican,Sergio Pérez,Dutch Grand Prix,5836.0
40,8,76.213,Mexican,Sergio Pérez,Dutch Grand Prix,16938.0
41,8,76.556,Mexican,Sergio Pérez,Dutch Grand Prix,23057.0
42,7,76.716,Mexican,Sergio Pérez,Dutch Grand Prix,6105.0
43,7,75.8,Mexican,Sergio Pérez,Dutch Grand Prix,21770.0
44,7,75.652,Mexican,Sergio Pérez,Dutch Grand Prix,5833.0
45,7,77.947,Mexican,Sergio Pérez,Dutch Grand Prix,19568.0
46,7,77.933,Mexican,Sergio Pérez,Dutch Grand Prix,4008.0
47,9,79.54,Mexican,Sergio Pérez,Dutch Grand Prix,5864.0
48,11,92.886,Mexican,Sergio Pérez,Dutch Grand Prix,19267.0
49,11,73.534,Mexican,Sergio Pérez,Dutch Grand Prix,5521.0
50,11,73.511,Mexican,Sergio Pérez,Dutch Grand Prix,4776.0
51,11,74.208,Mexican,Sergio Pérez,Dutch Grand Prix,4592.0
52,11,74.522,Mexican,Sergio Pérez,Dutch Grand Prix,4715.0
53,11,75.497,Mexican,Sergio Pérez,Dutch Grand Prix,5312.0
54,10,74.412,Mexican,Sergio Pérez,Dutch Grand Prix,4633.0
55,10,74.056,Mexican,Sergio Pérez,Dutch Grand Prix,3405.0
56,10,73.913,Mexican,Sergio Pérez,Dutch Grand Prix,4243.0
57,10,73.581,Mexican,Sergio Pérez,Dutch Grand Prix,7007.0
58,10,73.609,Mexican,Sergio Pérez,Dutch Grand Prix,4540.0
59,10,73.461,Mexican,Sergio Pérez,Dutch Grand Prix,4616.0
60,10,73.527,Mexican,Sergio Pérez,Dutch Grand Prix,11889.0
61,10,74.507,Mexican,Sergio Pérez,Dutch Grand Prix,8204.0
62,10,75.325,Mexican,Sergio Pérez,Dutch Grand Prix,5468.0
63,10,74.926,Mexican,Sergio Pérez,Dutch Grand Prix,3882.0
64,10,74.882,Mexican,Sergio Pérez,Dutch Grand Prix,4356.0
65,9,75.584,Mexican,Sergio Pérez,Dutch Grand Prix,4257.0
66,9,74.403,Mexican,Sergio Pérez,Dutch Grand Prix,8417.0
67,9,74.996,Mexican,Sergio Pérez,Dutch Grand Prix,6883.0
68,9,75.183,Mexican,Sergio Pérez,Dutch Grand Prix,21613.0
69,8,75.538,Mexican,Sergio Pérez,Dutch Grand Prix,51838.0
70,8,75.289,Mexican,Sergio Pérez,Dutch Grand Prix,6327.0
71,8,77.455,Mexican,Sergio Pérez,Dutch Grand Prix,18679.0
1,20,97.259,Canadian,Nicholas Latifi,Dutch Grand Prix,19594.0
2,20,76.847,Canadian,Nicholas Latifi,Dutch Grand Prix,5314.0
3,20,77.682,Canadian,Nicholas Latifi,Dutch Grand Prix,5712.0
4,19,79.067,Canadian,Nicholas Latifi,Dutch Grand Prix,10462.0
5,19,77.6,Canadian,Nicholas Latifi,Dutch Grand Prix,37915.0
6,19,78.334,Canadian,Nicholas Latifi,Dutch Grand Prix,4462.0
7,19,77.648,Canadian,Nicholas Latifi,Dutch Grand Prix,5659.0
8,18,78.241,Canadian,Nicholas Latifi,Dutch Grand Prix,6463.0
9,18,78.036,Canadian,Nicholas Latifi,Dutch Grand Prix,18749.0
10,18,77.806,Canadian,Nicholas Latifi,Dutch Grand Prix,7195.0
11,17,78.507,Canadian,Nicholas Latifi,Dutch Grand Prix,19177.0
12,17,78.552,Canadian,Nicholas Latifi,Dutch Grand Prix,3635.0
13,16,77.537,Canadian,Nicholas Latifi,Dutch Grand Prix,4878.0
14,16,77.452,Canadian,Nicholas Latifi,Dutch Grand Prix,5709.0
15,16,77.186,Canadian,Nicholas Latifi,Dutch Grand Prix,3986.0
16,16,77.72,Canadian,Nicholas Latifi,Dutch Grand Prix,5421.0
17,16,77.723,Canadian,Nicholas Latifi,Dutch Grand Prix,3059.0
18,17,78.386,Canadian,Nicholas Latifi,Dutch Grand Prix,3055.0
19,17,78.3,Canadian,Nicholas Latifi,Dutch Grand Prix,3567.0
20,17,77.548,Canadian,Nicholas Latifi,Dutch Grand Prix,3871.0
21,17,77.472,Canadian,Nicholas Latifi,Dutch Grand Prix,17053.0
22,17,77.202,Canadian,Nicholas Latifi,Dutch Grand Prix,18817.0
23,17,80.626,Canadian,Nicholas Latifi,Dutch Grand Prix,6403.0
24,19,95.434,Canadian,Nicholas Latifi,Dutch Grand Prix,21196.0
25,19,75.79,Canadian,Nicholas Latifi,Dutch Grand Prix,18776.0
26,19,76.872,Canadian,Nicholas Latifi,Dutch Grand Prix,5540.0
27,19,76.41,Canadian,Nicholas Latifi,Dutch Grand Prix,6049.0
28,19,76.353,Canadian,Nicholas Latifi,Dutch Grand Prix,20189.0
29,19,77.664,Canadian,Nicholas Latifi,Dutch Grand Prix,2608.0
30,18,76.449,Canadian,Nicholas Latifi,Dutch Grand Prix,9775.0
31,18,76.682,Canadian,Nicholas Latifi,Dutch Grand Prix,26792.0
32,18,77.132,Canadian,Nicholas Latifi,Dutch Grand Prix,20936.0
33,18,77.068,Canadian,Nicholas Latifi,Dutch Grand Prix,6748.0
34,17,78.434,Canadian,Nicholas Latifi,Dutch Grand Prix,22496.0
35,17,76.674,Canadian,Nicholas Latifi,Dutch Grand Prix,20638.0
36,16,77.748,Canadian,Nicholas Latifi,Dutch Grand Prix,10396.0
37,16,76.576,Canadian,Nicholas Latifi,Dutch Grand Prix,5415.0
38,16,76.717,Canadian,Nicholas Latifi,Dutch Grand Prix,5416.0
39,16,76.683,Canadian,Nicholas Latifi,Dutch Grand Prix,5836.0
40,15,78.041,Canadian,Nicholas Latifi,Dutch Grand Prix,16938.0
41,15,77.033,Canadian,Nicholas Latifi,Dutch Grand Prix,23057.0
42,15,76.835,Canadian,Nicholas Latifi,Dutch Grand Prix,6105.0
43,15,76.251,Canadian,Nicholas Latifi,Dutch Grand Prix,21770.0
44,15,76.772,Canadian,Nicholas Latifi,Dutch Grand Prix,5833.0
45,15,76.333,Canadian,Nicholas Latifi,Dutch Grand Prix,19568.0
46,15,76.751,Canadian,Nicholas Latifi,Dutch Grand Prix,4008.0
47,15,76.488,Canadian,Nicholas Latifi,Dutch Grand Prix,5864.0
48,14,76.16,Canadian,Nicholas Latifi,Dutch Grand Prix,19267.0
49,14,76.568,Canadian,Nicholas Latifi,Dutch Grand Prix,5521.0
50,14,78.221,Canadian,Nicholas Latifi,Dutch Grand Prix,4776.0
51,14,77.429,Canadian,Nicholas Latifi,Dutch Grand Prix,4592.0
52,14,76.855,Canadian,Nicholas Latifi,Dutch Grand Prix,4715.0
53,14,78.836,Canadian,Nicholas Latifi,Dutch Grand Prix,5312.0
54,14,76.882,Canadian,Nicholas Latifi,Dutch Grand Prix,4633.0
55,14,76.464,Canadian,Nicholas Latifi,Dutch Grand Prix,3405.0
56,14,76.478,Canadian,Nicholas Latifi,Dutch Grand Prix,4243.0
57,14,80.457,Canadian,Nicholas Latifi,Dutch Grand Prix,7007.0
58,15,78.065,Canadian,Nicholas Latifi,Dutch Grand Prix,4540.0
59,16,78.077,Canadian,Nicholas Latifi,Dutch Grand Prix,4616.0
60,16,76.866,Canadian,Nicholas Latifi,Dutch Grand Prix,11889.0
61,16,76.287,Canadian,Nicholas Latifi,Dutch Grand Prix,8204.0
62,16,76.694,Canadian,Nicholas Latifi,Dutch Grand Prix,5468.0
63,16,77.006,Canadian,Nicholas Latifi,Dutch Grand Prix,3882.0
64,16,78.061,Canadian,Nicholas Latifi,Dutch Grand Prix,4356.0
65,16,77.717,Canadian,Nicholas Latifi,Dutch Grand Prix,4257.0
66,16,80.271,Canadian,Nicholas Latifi,Dutch Grand Prix,8417.0
67,16,80.392,Canadian,Nicholas Latifi,Dutch Grand Prix,6883.0
68,16,79.387,Canadian,Nicholas Latifi,Dutch Grand Prix,21613.0
69,15,78.777,Canadian,Nicholas Latifi,Dutch Grand Prix,51838.0
70,16,79.874,Canadian,Nicholas Latifi,Dutch Grand Prix,6327.0
